scenario,year,region,input,FiberCrop_withdrawal,Rice_withdrawal,Wheat_withdrawal,SugarCrop_withdrawal,MiscAll_withdrawals,Corn_withdrawal,FodderHerb_withdrawal,MiscCrop_withdrawal,OilCrop_withdrawal,OtherGrain_withdrawal,Root_Tuber_withdrawal,gw,res,esm,tax,ssp,ag,soc,cluster_FiberCrop_withdrawal_Rice_withdrawal,cluster_FiberCrop_withdrawal_SugarCrop_withdrawal,cluster_FiberCrop_withdrawal_Wheat_withdrawal,cluster_FiberCrop_withdrawal_MiscAll_withdrawals,cluster_Rice_withdrawal_SugarCrop_withdrawal
ssp_socio3_ag2_gwlo_exp_miroc_NDC_Tax_uct,2100,USA,water_td_irr_California_W,2.82281,5.99835,0.655717,0.2255835,26.0055788,2.477505,5.95106,16.16095,0.741606,0.2769718,0.397486,1,2,4,2,1,2,3,3,3,6,6,2
ssp_socio3_ag2_gwlo_exp_noresm_NDC_Tax_uct,2100,USA,water_td_irr_California_W,2.791872,5.934609999999998,0.6428229999999999,0.2235862,25.821610500000002,2.4862900000000003,6.05663,15.8637,0.741142,0.2772255,0.396623,1,2,5,2,1,2,3,3,3,6,6,2
ssp_socio3_ag2_gwlo_rs_gfdl_NDC_Tax_uct,2100,USA,water_td_irr_California_W,2.841669,5.90956,0.652742,0.2233843,25.725747099999996,2.314843,5.91929,16.11029,0.7226020000000001,0.2654972,0.3932249,1,1,1,2,1,2,3,3,3,6,6,2
ssp_socio3_ag2_gwlo_rs_hadgem_NDC_Tax_uct,2100,USA,water_td_irr_California_W,2.83395,5.940049999999999,0.649655,0.2240349999999999,25.8805538,2.392672,5.92949,16.16393,0.7303390000000001,0.2700986,0.3940242,1,1,2,2,1,2,3,3,3,6,6,2
ssp_socio3_ag2_gwlo_rs_ipsl_NDC_Tax_uct,2100,USA,water_td_irr_California_W,2.83415,5.95404,0.652881,0.2253877,25.9519479,2.391857,5.93996,16.21949,0.733438,0.2710020999999999,0.3962007999999999,1,1,3,2,1,2,3,3,3,6,6,2
ssp_socio3_ag2_gwlo_rs_miroc_NDC_Tax_uct,2100,USA,water_td_irr_California_W,2.868221,5.9311500000000015,0.654096,0.2244907,25.894646,2.329175,5.87849,16.30174,0.7246020000000001,0.266075,0.3945639999999999,1,1,4,2,1,2,3,3,3,6,6,2
ssp_socio3_ag2_gwlo_rs_noresm_NDC_Tax_uct,2100,USA,water_td_irr_California_W,2.841,5.908180000000001,0.643057,0.2227071,25.982084,2.397831,5.95947,16.22802,0.730643,0.2707356,0.3953844,1,1,5,2,1,2,3,3,3,6,6,2
ssp_socio3_ag2_gwmed_exp_gfdl_NDC_Tax_uct,2100,USA,water_td_irr_California_W,2.772395,5.9818,0.656539,0.2251743,25.8071248,2.499441,6.01636,15.87555,0.740704,0.2780189,0.3970509,2,2,1,2,1,2,3,3,3,6,6,2
ssp_socio3_ag2_gwmed_exp_hadgem_NDC_Tax_uct,2100,USA,water_td_irr_California_W,2.773791,5.944590000000002,0.6504019999999999,0.2244001,25.719540600000002,2.486952,6.02436,15.795470000000002,0.739564,0.2772707,0.3959239,2,2,2,2,1,2,3,3,3,6,6,2
ssp_socio3_ag2_gwmed_exp_ipsl_NDC_Tax_uct,2100,USA,water_td_irr_California_W,2.76759,5.97121,0.6526890000000001,0.2259555,25.6320077,2.505351,6.080419999999999,15.62343,0.745873,0.2792529,0.3976808,2,2,3,2,1,2,3,3,3,6,6,2
